sessionid,query_desc,total,time,categorycode,campo_utilizado,sintaxis,cant_campos_utilizados,problema_detectado
702ae8e8040813d41024164ba1f3847d,"kw,wrdl: organica, blanco, ",0,2023-12-14 11:36:46,BIBLIOTECA,kw,organica,1,error de tipeo
0fa084d596a965587153306d90ff85b8,"kw,wrdl: hacer renovasion de prestamo de libro, ",0,2024-02-21 17:40:49,BIBLIOTECA,kw,hacer renovasion de prestamo de libro,1,lugar incorrecto de consulta
1c1e26e875b278ce5bdebfb1ebf19aad,"kw,wrdl: grosmman, ",0,2024-02-28 08:35:00,BIBLIOTECA,kw,grosmman,1,error de tipeo
ef8b7bbd95257b1a1d53046c0f47b37c,"kw,wrdl: Wunsch, A. David, “Variable Compleja”, 2da edici´on. Addison-Wesley Iberoamericana, 1999., ",0,2024-03-05 23:28:08,BIBLIOTECA,kw,Wunsch,1,error de tipeo
099c79bfdc0f2f08b7f90f3abd4ed6bd,"kw,wrdl: barderi, ",0,2024-03-06 11:15:42,DOCENTE,kw,barderi,1,no hay resultados
531361c44c4cdbf986c73aeb3624d94d,"au,wrdl: grosmman, ",0,2024-03-08 11:57:00,BIBLIOTECA,au,grosmman,1,error de tipeo
ca3445debe9e375df12a7f9042002189,"kw,wrdl: willson buffa, ",0,2024-03-10 12:33:00,BIBLIOTECA,kw,willson buffa,1,error de tipeo
ca3445debe9e375df12a7f9042002189,"au,wrdl: willson buffa, ",0,2024-03-10 12:33:00,BIBLIOTECA,au,willson buffa,1,error de tipeo
18bf78edd371446a7098f9a4c85b22ab,"kw,wrdl: DiPaolo Fluidos, ",0,2024-03-15 12:21:05,BIBLIOTECA,kw,DiPaolo Fluidos,1,error de tipeo
16632e8774e9fa15426e3c81c339bf53,"kw,wrdl: Silverton, ",0,2024-04-05 10:01:12,BIBLIOTECA,kw,Silverton,1,error de tipeo
16632e8774e9fa15426e3c81c339bf53,"kw,wrdl: Silverthon, ",0,2024-04-05 10:01:15,BIBLIOTECA,kw,Silverthon,1,error de tipeo
16632e8774e9fa15426e3c81c339bf53,"kw,wrdl: Silverthon, ",0,2024-04-05 10:01:17,BIBLIOTECA,kw,Silverthon,1,error de tipeo
111cd73adc1e025f98790816192fda78,"kw,wrdl: RHOADES RA & BELL DR, ",0,2024-04-08 08:52:23,BIBLIOTECA,kw,RHOADES RA & BELL DR,1,error de tipeo
57df87b2696233e4edecf9adc3bfa12b,"kw,wrdl: preasure und force, ",0,2024-04-08 09:13:20,BIBLIOTECA,kw,preasure und force,1,error de tipeo
1ae397499e28ac00389fea0f5fcd23ea,"kw,wrdl: Hpussay, ",0,2024-04-08 12:36:20,BIBLIOTECA,kw,Hpussay,1,error de tipeo
1ae397499e28ac00389fea0f5fcd23ea,"kw,wrdl: Rhodes, ",0,2024-04-08 12:38:48,BIBLIOTECA,kw,Rhodes,1,error de tipeo
e29214967320776a013a294c55aa3407,"au:xxxx, ",0,2024-04-09 12:15:12,S,au,xxxx,1,error de tipeo
083230ec8ce11eee6aa078eaf063d9ad,"kw,wrdl: MILESI & MOBILI, ",0,2024-04-11 08:28:08,BIBLIOTECA,kw,MILESI & MOBILI,1,error de tipeo
083230ec8ce11eee6aa078eaf063d9ad,"kw,wrdl: MILESI, ",0,2024-04-11 08:28:14,BIBLIOTECA,kw,MILESI,1,no hay resultados
05fd2f080e4d4ee90ec61be3e822251e,"kw,wrdl: SILVERTHORN D (2008) Fisiología Humana. Editorial Panamericana 4°Ed, ",0,2024-04-12 22:37:24,BIBLIOTECA,kw,SILVERTHORN D (2008) Fisiología Humana. Editorial Panamericana 4°Ed,1,error de tipeo
2101ea55d4dceb811e809dca1b7a4c89,", mc-itype,phr:PELICULA",0,2024-04-19 09:39:39,BIBLIOTECA,mc-itype,PELICULA,1,no hay resultados
2101ea55d4dceb811e809dca1b7a4c89,", mc-itype,phr:PELICULA",0,2024-04-19 09:39:52,BIBLIOTECA,mc-itype,PELICULA,1,no hay resultados
6d211ff167569a5dcb45cf4977e8b2d3,"kw,wrdl: estadistica base de daos, ",0,2024-04-29 13:29:00,BIBLIOTECA,kw,estadistica base de daos,1,error de tipeo
071ec033e4595840bb8b1f6533088b52,"kw,wrdl: Cingolani HE. y Houssay AB. (2002) Fisiología Humana. El Ateneo. Buenos Aires. 7°Ed.(Caps., ",0,2024-05-12 17:45:10,BIBLIOTECA,kw,Cingolani HE. y Houssay AB. (2002) Fisiología Humana. El Ateneo. Buenos Aires. 7°Ed.(Caps.,1,error de tipeo
071ec033e4595840bb8b1f6533088b52,"kw,wrdl: Cingolan Fisiología Humana. El Ateneo. Buenos Aires. 7°Ed.(Caps., ",0,2024-05-12 17:45:21,BIBLIOTECA,kw,Cingolan Fisiología Humana. El Ateneo. Buenos Aires. 7°Ed.(Caps.,1,error de tipeo
071ec033e4595840bb8b1f6533088b52,"kw,wrdl: Cingolani HE. y Houssay AB. (2002) Fisiología Humana. El Ateneo. Buenos Aires. 7°Ed, ",0,2024-05-12 17:45:42,BIBLIOTECA,kw,Cingolani HE. y Houssay AB. (2002) Fisiología Humana. El Ateneo. Buenos Aires. 7°Ed,1,error de tipeo
071ec033e4595840bb8b1f6533088b52,"kw,wrdl: Cingolani HE. y Houssay AB. (2002) Fisiología Humana. . 7°Ed, ",0,2024-05-12 17:45:51,BIBLIOTECA,kw,Cingolani HE. y Houssay AB. (2002) Fisiología Humana. . 7°Ed,1,error de tipeo
071ec033e4595840bb8b1f6533088b52,"kw,wrdl: Cingolani . (2002) Fisiología Humana. . 7°Ed, ",0,2024-05-12 17:45:57,BIBLIOTECA,kw,Cingolani . (2002) Fisiología Humana. . 7°Ed,1,error de tipeo
071ec033e4595840bb8b1f6533088b52,"kw,wrdl: Cingolani . Fisiología Humana. . 7°Ed, ",0,2024-05-12 17:46:04,BIBLIOTECA,kw,Cingolani . Fisiología Humana. . 7°Ed,1,error de tipeo
f244a686b94bd806294d07b5baecee1c,"kw,wrdl: stewart septima, ",0,2024-05-14 23:39:37,BIBLIOTECA,kw,stewart septima,1,error de tipeo
f244a686b94bd806294d07b5baecee1c,"kw,wrdl: stewart séptima, ",0,2024-05-14 23:39:44,BIBLIOTECA,kw,stewart séptima,1,error de tipeo
f244a686b94bd806294d07b5baecee1c,"kw,wrdl: CÁLCULO EN UNA VARIABLE - James Stewart - Septima Edición, ",0,2024-05-14 23:40:16,BIBLIOTECA,kw,CÁLCULO EN UNA VARIABLE - James Stewart - Septima Edición,1,error de tipeo
f244a686b94bd806294d07b5baecee1c,"kw,wrdl: James Stewart - Septima Edición, ",0,2024-05-14 23:40:20,BIBLIOTECA,kw,James Stewart - Septima Edición,1,error de tipeo
7e66ef6240631e6a2df756f12f93d88b,"kw,wrdl: Despopoulus, ",0,2024-05-16 16:30:39,BIBLIOTECA,kw,Despopoulus,1,error de tipeo
5d20b10685d57c99b2598f4d8c7cd26c,"kw,wrdl: despopoulos, ",0,2024-06-01 11:26:29,BIBLIOTECA,kw,despopoulos,1,no hay resultados
e320f5d3a0c80d699769674cf71c36d1,"kw,wrdl: Despopoulos, ",0,2024-06-01 11:32:01,BIBLIOTECA,kw,Despopoulos,1,no hay resultados
9b7925e5b33d680a576a70df3674c49d,"kw,wrdl: electronica teoria de ciecuitos, ",0,2024-06-06 22:09:59,BIBLIOTECA,kw,electronica teoria de ciecuitos,1,error de tipeo
c1498a3b5365dcf097f2cbf762b50222,"ti,wrdl: hola, ",0,2024-06-10 21:09:25,BIBLIOTECA,ti,hola,1,error de tipeo
c1498a3b5365dcf097f2cbf762b50222,"ti,wrdl: hola, ",0,2024-06-10 21:10:05,BIBLIOTECA,ti,hola,1,error de tipeo
3a8244ce74afdcbc23e8664363178ea4,"kw,wrdl: norma iram 9222, ",0,2024-08-05 14:28:22,BIBLIOTECA,kw,norma iram 9222,1,error de tipeo
3a8244ce74afdcbc23e8664363178ea4,"kw,wrdl: norma iram 9422, ",0,2024-08-05 14:28:25,BIBLIOTECA,kw,norma iram 9422,1,error de tipeo
87521e17a5ff35549f3c533a503a1988,"kw,wrdl: norma iram 9422, ",0,2024-08-05 14:28:26,BIBLIOTECA,kw,norma iram 9422,1,error de tipeo
3a8244ce74afdcbc23e8664363178ea4,"kw,wrdl: norma iram 9422, ",0,2024-08-05 14:28:28,BIBLIOTECA,kw,norma iram 9422,1,error de tipeo
87521e17a5ff35549f3c533a503a1988,"kw,wrdl: norma iram cadera, ",0,2024-08-05 14:29:03,BIBLIOTECA,kw,norma iram cadera,1,error de tipeo
74e9a514c9fcb5507d465d2054667eda,"kw,wrdl: vida.eze, ",0,2024-08-06 14:14:00,BIOINF,kw,vida.eze,1,error de tipeo
74e9a514c9fcb5507d465d2054667eda,"kw,wrdl: vida.exe, ",0,2024-08-06 14:14:00,BIOINF,kw,vida.exe,1,no hay resultados
e1e27cb6755ffaf9f950fbe850f5b997,"kw,wrdl: audicion estres, ",0,2024-08-19 16:34:00,BIBLIOTECA,kw,audicion estres,1,no hay resultados
e1e27cb6755ffaf9f950fbe850f5b997,"kw,wrdl: audicion estres, ",0,2024-08-19 16:34:20,BIBLIOTECA,kw,audicion estres,1,no hay resultados
fa9f929ac0dae06df43ecda8ef4ae224,"kw,wrdl: miller allan, ",0,2024-08-19 21:14:15,BIBLIOTECA,kw,miller allan,1,error de tipeo
fa9f929ac0dae06df43ecda8ef4ae224,"kw,wrdl: Análisis de Circuitos: Teoría Y Práctica, ",0,2024-08-19 21:17:50,BIBLIOTECA,kw,Análisis de Circuitos: Teoría Y Práctica,1,error de tipeo
65dfc6f5d53773ce6cb8e8e2b4b4c091,"kw,wrdl: Anatomia y fisiología saladin, ",0,2024-08-26 11:52:54,BIBLIOTECA,kw,Anatomia y fisiología saladin,1,no hay resultados
65dfc6f5d53773ce6cb8e8e2b4b4c091,"kw,wrdl: Anatomia y fisiología kenneth, ",0,2024-08-26 11:53:22,BIBLIOTECA,kw,Anatomia y fisiología kenneth,1,no hay resultados
0bc67fbcf22f4b676d6c9ea34c74ceb8,"kw,wrdl: Prometeus, ",0,2024-08-26 15:39:00,BIBLIOTECA,kw,Prometeus,1,error de tipeo
0bc67fbcf22f4b676d6c9ea34c74ceb8,"kw,wrdl: Prometeus, ",0,2024-08-26 15:45:00,BIBLIOTECA,kw,Prometeus,1,error de tipeo
0bc67fbcf22f4b676d6c9ea34c74ceb8,"kw,wrdl: Prometeus, ",0,2024-08-26 15:45:48,BIBLIOTECA,kw,Prometeus,1,error de tipeo
577129ab567dc7a955934c44b5f8b212,"kw,wrdl: silverthone, ",0,2024-08-28 21:22:00,BIBLIOTECA,kw,silverthone,1,error de tipeo
577129ab567dc7a955934c44b5f8b212,"kw,wrdl: silverthone, ",0,2024-08-28 21:22:21,BIBLIOTECA,kw,silverthone,1,error de tipeo
577129ab567dc7a955934c44b5f8b212,"kw,wrdl: silverthone, ",0,2024-08-28 21:22:24,BIBLIOTECA,kw,silverthone,1,error de tipeo
33f3756639dce810c6cf2ef5736c8b96,"su,wrdl: romance, ",0,2024-08-29 11:54:00,BIBLIOTECA,su,romance,1,no hay resultados
dec29d416a05986b589049be67cb818e,"kw,wrdl: Anatomía sobota, ",0,2024-09-03 15:27:52,BIBLIOTECA,kw,Anatomía sobota,1,error de tipeo
